TRACT,YEAR,HOUSING TYPE,POPULATION
83.06,2012,Household,3014
83.06,2020,Group Quarters - College,0
83.06,2020,Group Quarters - Military,0
83.06,2020,Group Quarters - Other,0
83.06,2020,Household,3124
83.06,2025,Group Quarters - College,0
83.06,2025,Group Quarters - Military,0
83.06,2025,Group Quarters - Other,0
83.06,2025,Household,3155
83.06,2030,Group Quarters - College,0
83.06,2030,Group Quarters - Military,0
83.06,2030,Group Quarters - Other,0
83.06,2030,Household,3185
83.06,2035,Group Quarters - College,0
83.06,2035,Group Quarters - Military,0
83.06,2035,Group Quarters - Other,0
83.06,2035,Household,3201
83.06,2040,Group Quarters - College,0
83.06,2040,Group Quarters - Military,0
83.06,2040,Group Quarters - Other,0
83.06,2040,Household,3222
83.06,2045,Group Quarters - College,0
83.06,2045,Group Quarters - Military,0
83.06,2045,Group Quarters - Other,0
83.06,2045,Household,3213
83.06,2050,Group Quarters - College,0
83.06,2050,Group Quarters - Military,0
83.06,2050,Group Quarters - Other,0
83.06,2050,Household,3247
83.07,2012,Group Quarters - College,0
83.07,2012,Group Quarters - Military,0
83.07,2012,Group Quarters - Other,30
83.07,2012,Household,3779
83.07,2020,Group Quarters - College,0
83.07,2020,Group Quarters - Military,0
83.07,2020,Group Quarters - Other,22
83.07,2020,Household,3877
83.07,2025,Group Quarters - College,6
83.07,2025,Group Quarters - Military,0
83.07,2025,Group Quarters - Other,32
83.07,2025,Household,3905
83.07,2030,Group Quarters - College,7
83.07,2030,Group Quarters - Military,0
83.07,2030,Group Quarters - Other,35
83.07,2030,Household,3935
83.07,2035,Group Quarters - College,8
83.07,2035,Group Quarters - Military,0
83.07,2035,Group Quarters - Other,38
83.07,2035,Household,3945
83.07,2040,Group Quarters - College,9
83.07,2040,Group Quarters - Military,0
83.07,2040,Group Quarters - Other,41
83.07,2040,Household,3920
83.07,2045,Group Quarters - College,8
83.07,2045,Group Quarters - Military,0
83.07,2045,Group Quarters - Other,46
83.07,2045,Household,3912
83.07,2050,Group Quarters - College,7
83.07,2050,Group Quarters - Military,0
83.07,2050,Group Quarters - Other,51
83.07,2050,Household,3908
83.10,2012,Group Quarters - College,0
83.10,2012,Group Quarters - Military,0
83.10,2012,Group Quarters - Other,8
83.10,2012,Household,5462
83.10,2020,Group Quarters - College,0
83.10,2020,Group Quarters - Military,0
83.10,2020,Group Quarters - Other,2
83.10,2020,Household,5532
83.10,2025,Group Quarters - College,3
83.10,2025,Group Quarters - Military,0
83.10,2025,Group Quarters - Other,5
83.10,2025,Household,5555
83.10,2030,Group Quarters - College,4
83.10,2030,Group Quarters - Military,0
83.10,2030,Group Quarters - Other,8
83.10,2030,Household,5629
83.10,2035,Group Quarters - College,5
83.10,2035,Group Quarters - Military,0
83.10,2035,Group Quarters - Other,11
83.10,2035,Household,5653
83.10,2040,Group Quarters - College,6
83.10,2040,Group Quarters - Military,0
83.10,2040,Group Quarters - Other,14
83.10,2040,Household,5790
83.10,2045,Group Quarters - College,6
83.10,2045,Group Quarters - Military,0
83.10,2045,Group Quarters - Other,18
83.10,2045,Household,5755
83.10,2050,Group Quarters - College,6
83.10,2050,Group Quarters - Military,0
83.10,2050,Group Quarters - Other,22
83.10,2050,Household,5755
83.11,2012,Group Quarters - College,0
83.11,2012,Group Quarters - Military,0
83.11,2012,Group Quarters - Other,16
83.11,2012,Household,2885
83.11,2020,Group Quarters - College,0
83.11,2020,Group Quarters - Military,0
83.11,2020,Group Quarters - Other,14
83.11,2020,Household,2933
83.11,2025,Group Quarters - College,3
83.11,2025,Group Quarters - Military,0
83.11,2025,Group Quarters - Other,12
83.11,2025,Household,2954
83.11,2030,Group Quarters - College,3
83.11,2030,Group Quarters - Military,0
83.11,2030,Group Quarters - Other,13
83.11,2030,Household,2997
83.11,2035,Group Quarters - College,3
83.11,2035,Group Quarters - Military,0
83.11,2035,Group Quarters - Other,14
83.11,2035,Household,3022
83.11,2040,Group Quarters - College,3
83.11,2040,Group Quarters - Military,0
83.11,2040,Group Quarters - Other,15
83.11,2040,Household,3015
83.11,2045,Group Quarters - College,2
83.11,2045,Group Quarters - Military,0
83.11,2045,Group Quarters - Other,17
83.11,2045,Household,3000
83.11,2050,Group Quarters - College,1
83.11,2050,Group Quarters - Military,0
83.11,2050,Group Quarters - Other,19
83.11,2050,Household,2989
83.12,2012,Group Quarters - College,0
83.12,2012,Group Quarters - Military,0
83.12,2012,Group Quarters - Other,129
83.12,2012,Household,3570
83.12,2020,Group Quarters - College,0
83.12,2020,Group Quarters - Military,0
83.12,2020,Group Quarters - Other,124
83.12,2020,Household,3779
83.12,2025,Group Quarters - College,3
83.12,2025,Group Quarters - Military,0
83.12,2025,Group Quarters - Other,126
83.12,2025,Household,4061
83.12,2030,Group Quarters - College,3
83.12,2030,Group Quarters - Military,0
83.12,2030,Group Quarters - Other,129
83.12,2030,Household,4283
83.12,2035,Group Quarters - College,3
83.12,2035,Group Quarters - Military,0
83.12,2035,Group Quarters - Other,132
83.12,2035,Household,4348
83.12,2040,Group Quarters - College,3
83.12,2040,Group Quarters - Military,0
83.12,2040,Group Quarters - Other,135
83.12,2040,Household,4334
83.12,2045,Group Quarters - College,2
83.12,2045,Group Quarters - Military,0
83.12,2045,Group Quarters - Other,139
83.12,2045,Household,4375
83.12,2050,Group Quarters - College,1
83.12,2050,Group Quarters - Military,0
83.12,2050,Group Quarters - Other,143
83.12,2050,Household,4380
83.13,2012,Group Quarters - College,0
83.13,2012,Group Quarters - Military,0
83.13,2012,Group Quarters - Other,0
83.13,2012,Household,2270
83.13,2020,Group Quarters - College,0
83.13,2020,Group Quarters - Military,0
83.13,2020,Group Quarters - Other,0
83.13,2020,Household,2298
83.13,2025,Group Quarters - College,0
83.13,2025,Group Quarters - Military,0
83.13,2025,Group Quarters - Other,0
83.13,2025,Household,2383
83.13,2030,Group Quarters - College,0
83.13,2030,Group Quarters - Military,0
83.13,2030,Group Quarters - Other,0
83.13,2030,Household,2398
83.13,2035,Group Quarters - College,0
83.13,2035,Group Quarters - Military,0
83.13,2035,Group Quarters - Other,0
83.13,2035,Household,2400
83.13,2040,Group Quarters - College,0
83.13,2040,Group Quarters - Military,0
83.13,2040,Group Quarters - Other,0
83.13,2040,Household,2384
83.13,2045,Group Quarters - College,0
83.13,2045,Group Quarters - Military,0
83.13,2045,Group Quarters - Other,0
83.13,2045,Household,2321
83.13,2050,Group Quarters - College,0
83.13,2050,Group Quarters - Military,0
83.13,2050,Group Quarters - Other,0
83.13,2050,Household,2313
83.24,2012,Group Quarters - College,0
83.24,2012,Group Quarters - Military,0
83.24,2012,Group Quarters - Other,0
83.24,2012,Household,6639
83.24,2020,Group Quarters - College,0
83.24,2020,Group Quarters - Military,0
83.24,2020,Group Quarters - Other,0
83.24,2020,Household,6793
83.24,2025,Group Quarters - College,0
83.24,2025,Group Quarters - Military,0
83.24,2025,Group Quarters - Other,0
83.24,2025,Household,6909
83.24,2030,Group Quarters - College,0
83.24,2030,Group Quarters - Military,0
83.24,2030,Group Quarters - Other,0
83.24,2030,Household,7033
83.24,2035,Group Quarters - College,0
83.24,2035,Group Quarters - Military,0
83.24,2035,Group Quarters - Other,0
83.24,2035,Household,7067
83.24,2040,Group Quarters - College,0
83.24,2040,Group Quarters - Military,0
83.24,2040,Group Quarters - Other,0
83.24,2040,Household,7282
83.24,2045,Group Quarters - College,0
83.24,2045,Group Quarters - Military,0
83.24,2045,Group Quarters - Other,0
83.24,2045,Household,7419
83.24,2050,Group Quarters - College,0
83.24,2050,Group Quarters - Military,0
83.24,2050,Group Quarters - Other,0
83.24,2050,Household,7450
83.27,2012,Group Quarters - College,0
83.27,2012,Group Quarters - Military,0
83.27,2012,Group Quarters - Other,0
83.27,2012,Household,5833
83.27,2020,Group Quarters - College,0
83.27,2020,Group Quarters - Military,0
83.27,2020,Group Quarters - Other,0
83.27,2020,Household,5893
83.27,2025,Group Quarters - College,0
83.27,2025,Group Quarters - Military,0
83.27,2025,Group Quarters - Other,0
83.27,2025,Household,5944
83.27,2030,Group Quarters - College,0
83.27,2030,Group Quarters - Military,0
83.27,2030,Group Quarters - Other,0
83.27,2030,Household,5967
83.27,2035,Group Quarters - College,0
83.27,2035,Group Quarters - Military,0
83.27,2035,Group Quarters - Other,0
83.27,2035,Household,5970
83.27,2040,Group Quarters - College,0
83.27,2040,Group Quarters - Military,0
83.27,2040,Group Quarters - Other,0
83.27,2040,Household,5942
83.27,2045,Group Quarters - College,0
83.27,2045,Group Quarters - Military,0
83.27,2045,Group Quarters - Other,0
83.27,2045,Household,5917
83.27,2050,Group Quarters - College,0
83.27,2050,Group Quarters - Military,0
83.27,2050,Group Quarters - Other,0
83.27,2050,Household,5916
83.28,2012,Group Quarters - College,0
83.28,2012,Group Quarters - Military,0
83.28,2012,Group Quarters - Other,0
83.28,2012,Household,5534
83.28,2020,Group Quarters - College,0
83.28,2020,Group Quarters - Military,0
83.28,2020,Group Quarters - Other,0
83.28,2020,Household,9249
83.28,2025,Group Quarters - College,0
83.28,2025,Group Quarters - Military,0
83.28,2025,Group Quarters - Other,0
83.28,2025,Household,9292
83.28,2030,Group Quarters - College,0
83.28,2030,Group Quarters - Military,0
83.28,2030,Group Quarters - Other,0
83.28,2030,Household,9347
83.28,2035,Group Quarters - College,0
83.28,2035,Group Quarters - Military,0
83.28,2035,Group Quarters - Other,0
83.28,2035,Household,9336
83.28,2040,Group Quarters - College,0
83.28,2040,Group Quarters - Military,0
83.28,2040,Group Quarters - Other,0
83.28,2040,Household,9307
83.28,2045,Group Quarters - College,0
83.28,2045,Group Quarters - Military,0
83.28,2045,Group Quarters - Other,0
83.28,2045,Household,9298
83.28,2050,Group Quarters - College,0
83.28,2050,Group Quarters - Military,0
83.28,2050,Group Quarters - Other,0
83.28,2050,Household,9332
83.29,2012,Group Quarters - College,0
83.29,2012,Group Quarters - Military,0
83.29,2012,Group Quarters - Other,0
83.29,2012,Household,6361
83.29,2020,Group Quarters - College,0
83.29,2020,Group Quarters - Military,0
83.29,2020,Group Quarters - Other,0
83.29,2020,Household,6442
83.29,2025,Group Quarters - College,0
83.29,2025,Group Quarters - Military,0
83.29,2025,Group Quarters - Other,0
83.29,2025,Household,6503
83.29,2030,Group Quarters - College,0
83.29,2030,Group Quarters - Military,0
83.29,2030,Group Quarters - Other,0
83.29,2030,Household,6542
83.29,2035,Group Quarters - College,0
83.29,2035,Group Quarters - Military,0
83.29,2035,Group Quarters - Other,0
83.29,2035,Household,6523
83.29,2040,Group Quarters - College,0
83.29,2040,Group Quarters - Military,0
83.29,2040,Group Quarters - Other,0
83.29,2040,Household,6487
83.29,2045,Group Quarters - College,0
83.29,2045,Group Quarters - Military,0
83.29,2045,Group Quarters - Other,0
83.29,2045,Household,6481
83.29,2050,Group Quarters - College,0
83.29,2050,Group Quarters - Military,0
83.29,2050,Group Quarters - Other,0
83.29,2050,Household,6482
83.30,2012,Group Quarters - College,0
83.30,2012,Group Quarters - Military,0
83.30,2012,Group Quarters - Other,0
83.30,2012,Household,5688
83.30,2020,Group Quarters - College,0
83.30,2020,Group Quarters - Military,0
83.30,2020,Group Quarters - Other,0
83.30,2020,Household,5766
83.30,2025,Group Quarters - College,0
83.30,2025,Group Quarters - Military,0
83.30,2025,Group Quarters - Other,0
83.30,2025,Household,5812
83.30,2030,Group Quarters - College,0
83.30,2030,Group Quarters - Military,0
83.30,2030,Group Quarters - Other,0
83.30,2030,Household,5849
83.30,2035,Group Quarters - College,0
83.30,2035,Group Quarters - Military,0
83.30,2035,Group Quarters - Other,0
83.30,2035,Household,5827
83.30,2040,Group Quarters - College,0
83.30,2040,Group Quarters - Military,0
83.30,2040,Group Quarters - Other,0
83.30,2040,Household,5791
83.30,2045,Group Quarters - College,0
83.30,2045,Group Quarters - Military,0
83.30,2045,Group Quarters - Other,0
83.30,2045,Household,5773
83.30,2050,Group Quarters - College,0
83.30,2050,Group Quarters - Military,0
83.30,2050,Group Quarters - Other,0
83.30,2050,Household,5774
83.31,2012,Group Quarters - College,0
83.31,2012,Group Quarters - Military,0
83.31,2012,Group Quarters - Other,0
83.31,2012,Household,2473
83.31,2020,Group Quarters - College,0
83.31,2020,Group Quarters - Military,0
83.31,2020,Group Quarters - Other,0
83.31,2020,Household,2526
83.31,2025,Group Quarters - College,0
83.31,2025,Group Quarters - Military,0
83.31,2025,Group Quarters - Other,0
83.31,2025,Household,2583
83.31,2030,Group Quarters - College,0
83.31,2030,Group Quarters - Military,0
83.31,2030,Group Quarters - Other,0
83.31,2030,Household,2600
83.31,2035,Group Quarters - College,0
83.31,2035,Group Quarters - Military,0
83.31,2035,Group Quarters - Other,0
83.31,2035,Household,2590
83.31,2040,Group Quarters - College,0
83.31,2040,Group Quarters - Military,0
83.31,2040,Group Quarters - Other,0
83.31,2040,Household,2572
83.31,2045,Group Quarters - College,0
83.31,2045,Group Quarters - Military,0
83.31,2045,Group Quarters - Other,0
83.31,2045,Household,2558
83.31,2050,Group Quarters - College,0
83.31,2050,Group Quarters - Military,0
83.31,2050,Group Quarters - Other,0
83.31,2050,Household,2555
83.33,2012,Group Quarters - College,0
83.33,2012,Group Quarters - Military,0
83.33,2012,Group Quarters - Other,0
83.33,2012,Household,14593
83.33,2020,Group Quarters - College,0
83.33,2020,Group Quarters - Military,0
83.33,2020,Group Quarters - Other,0
83.33,2020,Household,17062
83.33,2025,Group Quarters - College,0
83.33,2025,Group Quarters - Military,0
83.33,2025,Group Quarters - Other,0
83.33,2025,Household,17142
83.33,2030,Group Quarters - College,0
83.33,2030,Group Quarters - Military,0
83.33,2030,Group Quarters - Other,0
83.33,2030,Household,17244
83.33,2035,Group Quarters - College,0
83.33,2035,Group Quarters - Military,0
83.33,2035,Group Quarters - Other,0
83.33,2035,Household,17204
83.33,2040,Group Quarters - College,0
83.33,2040,Group Quarters - Military,0
83.33,2040,Group Quarters - Other,0
83.33,2040,Household,17097
83.33,2045,Group Quarters - College,0
83.33,2045,Group Quarters - Military,0
83.33,2045,Group Quarters - Other,0
83.33,2045,Household,17081
83.33,2050,Group Quarters - College,0
83.33,2050,Group Quarters - Military,0
83.33,2050,Group Quarters - Other,0
83.33,2050,Household,17130
83.35,2012,Group Quarters - College,0
83.35,2012,Group Quarters - Military,0
83.35,2012,Group Quarters - Other,5
83.35,2012,Household,10088
83.35,2020,Group Quarters - College,0
83.35,2020,Group Quarters - Military,0
83.35,2020,Group Quarters - Other,4
83.35,2020,Household,10819
83.35,2025,Group Quarters - College,3
83.35,2025,Group Quarters - Military,0
83.35,2025,Group Quarters - Other,5
83.35,2025,Household,10881
83.35,2030,Group Quarters - College,4
83.35,2030,Group Quarters - Military,0
83.35,2030,Group Quarters - Other,7
83.35,2030,Household,10912
83.35,2035,Group Quarters - College,5
83.35,2035,Group Quarters - Military,0
83.35,2035,Group Quarters - Other,9
83.35,2035,Household,10922
83.35,2040,Group Quarters - College,6
83.35,2040,Group Quarters - Military,0
83.35,2040,Group Quarters - Other,11
83.35,2040,Household,10863
83.35,2045,Group Quarters - College,6
83.35,2045,Group Quarters - Military,0
83.35,2045,Group Quarters - Other,14
83.35,2045,Household,10837
83.35,2050,Group Quarters - College,6
83.35,2050,Group Quarters - Military,0
83.35,2050,Group Quarters - Other,17
83.35,2050,Household,10920
83.36,2012,Group Quarters - College,0
83.36,2012,Group Quarters - Military,0
83.36,2012,Group Quarters - Other,0
83.36,2012,Household,2340
83.36,2020,Group Quarters - College,0
83.36,2020,Group Quarters - Military,0
83.36,2020,Group Quarters - Other,0
83.36,2020,Household,2367
83.36,2025,Group Quarters - College,0
83.36,2025,Group Quarters - Military,0
83.36,2025,Group Quarters - Other,0
83.36,2025,Household,2386
83.36,2030,Group Quarters - College,0
83.36,2030,Group Quarters - Military,0
83.36,2030,Group Quarters - Other,0
83.36,2030,Household,2392
83.36,2035,Group Quarters - College,0
83.36,2035,Group Quarters - Military,0
83.36,2035,Group Quarters - Other,0
83.36,2035,Household,2385
83.36,2040,Group Quarters - College,0
83.36,2040,Group Quarters - Military,0
83.36,2040,Group Quarters - Other,0
83.36,2040,Household,2361
83.36,2045,Group Quarters - College,0
83.36,2045,Group Quarters - Military,0
83.36,2045,Group Quarters - Other,0
83.36,2045,Household,2351
83.36,2050,Group Quarters - College,0
83.36,2050,Group Quarters - Military,0
83.36,2050,Group Quarters - Other,0
83.36,2050,Household,2355
83.37,2012,Group Quarters - College,0
83.37,2012,Group Quarters - Military,0
83.37,2012,Group Quarters - Other,0
83.37,2012,Household,4340
83.37,2020,Group Quarters - College,0
83.37,2020,Group Quarters - Military,0
83.37,2020,Group Quarters - Other,0
83.37,2020,Household,4408
83.37,2025,Group Quarters - College,0
83.37,2025,Group Quarters - Military,0
83.37,2025,Group Quarters - Other,0
83.37,2025,Household,4419
83.37,2030,Group Quarters - College,0
83.37,2030,Group Quarters - Military,0
83.37,2030,Group Quarters - Other,0
83.37,2030,Household,4444
83.37,2035,Group Quarters - College,0
83.37,2035,Group Quarters - Military,0
83.37,2035,Group Quarters - Other,0
83.37,2035,Household,4450
83.37,2040,Group Quarters - College,0
83.37,2040,Group Quarters - Military,0
83.37,2040,Group Quarters - Other,0
83.37,2040,Household,4484
83.37,2045,Group Quarters - College,0
83.37,2045,Group Quarters - Military,0
83.37,2045,Group Quarters - Other,0
83.37,2045,Household,4494
83.37,2050,Group Quarters - College,0
83.37,2050,Group Quarters - Military,0
83.37,2050,Group Quarters - Other,0
83.37,2050,Household,4496
83.39,2012,Group Quarters - College,0
83.39,2012,Group Quarters - Military,0
83.39,2012,Group Quarters - Other,0
83.39,2012,Household,1867
83.39,2020,Group Quarters - College,0
83.39,2020,Group Quarters - Military,0
83.39,2020,Group Quarters - Other,0
83.39,2020,Household,2163
83.39,2025,Group Quarters - College,0
83.39,2025,Group Quarters - Military,0
83.39,2025,Group Quarters - Other,0
83.39,2025,Household,2183
83.39,2030,Group Quarters - College,0
83.39,2030,Group Quarters - Military,0
83.39,2030,Group Quarters - Other,0
83.39,2030,Household,2203
83.39,2035,Group Quarters - College,0
83.39,2035,Group Quarters - Military,0
83.39,2035,Group Quarters - Other,0
83.39,2035,Household,2213
83.39,2040,Group Quarters - College,0
83.39,2040,Group Quarters - Military,0
83.39,2040,Group Quarters - Other,0
83.39,2040,Household,2274
83.39,2045,Group Quarters - College,0
83.39,2045,Group Quarters - Military,0
83.39,2045,Group Quarters - Other,0
83.39,2045,Household,2328
83.39,2050,Group Quarters - College,0
83.39,2050,Group Quarters - Military,0
83.39,2050,Group Quarters - Other,0
83.39,2050,Household,2331
83.40,2012,Group Quarters - College,0
83.40,2012,Group Quarters - Military,0
83.40,2012,Group Quarters - Other,0
83.40,2012,Household,9059
83.40,2020,Group Quarters - College,0
83.40,2020,Group Quarters - Military,0
83.40,2020,Group Quarters - Other,0
83.40,2020,Household,9915
83.40,2025,Group Quarters - College,0
83.40,2025,Group Quarters - Military,0
83.40,2025,Group Quarters - Other,0
83.40,2025,Household,10216
83.40,2030,Group Quarters - College,0
83.40,2030,Group Quarters - Military,0
83.40,2030,Group Quarters - Other,0
83.40,2030,Household,10321
83.40,2035,Group Quarters - College,0
83.40,2035,Group Quarters - Military,0
83.40,2035,Group Quarters - Other,0
83.40,2035,Household,10340
83.40,2040,Group Quarters - College,0
83.40,2040,Group Quarters - Military,0
83.40,2040,Group Quarters - Other,0
83.40,2040,Household,10358
83.40,2045,Group Quarters - College,0
83.40,2045,Group Quarters - Military,0
83.40,2045,Group Quarters - Other,0
83.40,2045,Household,10470
83.40,2050,Group Quarters - College,0
83.40,2050,Group Quarters - Military,0
83.40,2050,Group Quarters - Other,0
83.40,2050,Household,10476
83.41,2012,Group Quarters - College,0
83.41,2012,Group Quarters - Military,0
83.41,2012,Group Quarters - Other,315
83.41,2012,Household,7369
83.41,2020,Group Quarters - College,0
83.41,2020,Group Quarters - Military,0
83.41,2020,Group Quarters - Other,309
83.41,2020,Household,8715
83.41,2025,Group Quarters - College,3
83.41,2025,Group Quarters - Military,0
83.41,2025,Group Quarters - Other,310
83.41,2025,Household,8759
83.41,2030,Group Quarters - College,3
83.41,2030,Group Quarters - Military,0
83.41,2030,Group Quarters - Other,314
83.41,2030,Household,8859
83.41,2035,Group Quarters - College,3
83.41,2035,Group Quarters - Military,0
83.41,2035,Group Quarters - Other,318
83.41,2035,Household,8851
83.41,2040,Group Quarters - College,3
83.41,2040,Group Quarters - Military,0
83.41,2040,Group Quarters - Other,322
83.41,2040,Household,8811
83.41,2045,Group Quarters - College,2
83.41,2045,Group Quarters - Military,0
83.41,2045,Group Quarters - Other,327
83.41,2045,Household,8808
83.41,2050,Group Quarters - College,1
83.41,2050,Group Quarters - Military,0
83.41,2050,Group Quarters - Other,332
83.41,2050,Household,8824
83.43,2012,Group Quarters - College,0
83.43,2012,Group Quarters - Military,0
83.43,2012,Group Quarters - Other,5
83.43,2012,Household,4609
83.43,2020,Group Quarters - College,0
83.43,2020,Group Quarters - Military,0
83.43,2020,Group Quarters - Other,0
83.43,2020,Household,4741
83.43,2025,Group Quarters - College,0
83.43,2025,Group Quarters - Military,0
83.43,2025,Group Quarters - Other,0
83.43,2025,Household,4775
83.43,2030,Group Quarters - College,0
83.43,2030,Group Quarters - Military,0
83.43,2030,Group Quarters - Other,0
83.43,2030,Household,4908
83.43,2035,Group Quarters - College,0
83.43,2035,Group Quarters - Military,0
83.43,2035,Group Quarters - Other,0
83.43,2035,Household,4917
83.43,2040,Group Quarters - College,0
83.43,2040,Group Quarters - Military,0
83.43,2040,Group Quarters - Other,0
83.43,2040,Household,4891
83.43,2045,Group Quarters - College,0
83.43,2045,Group Quarters - Military,0
83.43,2045,Group Quarters - Other,0
83.43,2045,Household,4885
83.43,2050,Group Quarters - College,0
83.43,2050,Group Quarters - Military,0
83.43,2050,Group Quarters - Other,0
83.43,2050,Household,4887
83.44,2012,Group Quarters - College,0
83.44,2012,Group Quarters - Military,0
83.44,2012,Group Quarters - Other,8
83.44,2012,Household,3469
83.44,2020,Group Quarters - College,0
83.44,2020,Group Quarters - Military,0
83.44,2020,Group Quarters - Other,0
83.44,2020,Household,3569
83.44,2025,Group Quarters - College,0
83.44,2025,Group Quarters - Military,0
83.44,2025,Group Quarters - Other,0
83.44,2025,Household,3669
83.44,2030,Group Quarters - College,0
83.44,2030,Group Quarters - Military,0
83.44,2030,Group Quarters - Other,0
83.44,2030,Household,3696
83.44,2035,Group Quarters - College,0
83.44,2035,Group Quarters - Military,0
83.44,2035,Group Quarters - Other,0
83.44,2035,Household,3695
83.44,2040,Group Quarters - College,0
83.44,2040,Group Quarters - Military,0
83.44,2040,Group Quarters - Other,0
83.44,2040,Household,3676
83.44,2045,Group Quarters - College,0
83.44,2045,Group Quarters - Military,0
83.44,2045,Group Quarters - Other,0
83.44,2045,Household,3674
83.44,2050,Group Quarters - College,0
83.44,2050,Group Quarters - Military,0
83.44,2050,Group Quarters - Other,0
83.44,2050,Household,3675
83.45,2012,Group Quarters - College,0
83.45,2012,Group Quarters - Military,0
83.45,2012,Group Quarters - Other,0
83.45,2012,Household,3550
83.45,2020,Group Quarters - College,0
83.45,2020,Group Quarters - Military,0
83.45,2020,Group Quarters - Other,0
83.45,2020,Household,6248
83.45,2025,Group Quarters - College,0
83.45,2025,Group Quarters - Military,0
83.45,2025,Group Quarters - Other,0
83.45,2025,Household,6257
83.45,2030,Group Quarters - College,0
83.45,2030,Group Quarters - Military,0
83.45,2030,Group Quarters - Other,0
83.45,2030,Household,6298
83.45,2035,Group Quarters - College,0
83.45,2035,Group Quarters - Military,0
83.45,2035,Group Quarters - Other,0
83.45,2035,Household,6295
83.45,2040,Group Quarters - College,0
83.45,2040,Group Quarters - Military,0
83.45,2040,Group Quarters - Other,0
83.45,2040,Household,6262
83.45,2045,Group Quarters - College,0
83.45,2045,Group Quarters - Military,0
83.45,2045,Group Quarters - Other,0
83.45,2045,Household,6251
83.45,2050,Group Quarters - College,0
83.45,2050,Group Quarters - Military,0
83.45,2050,Group Quarters - Other,0
83.45,2050,Household,6252
83.46,2012,Group Quarters - College,0
83.46,2012,Group Quarters - Military,0
83.46,2012,Group Quarters - Other,0
83.46,2012,Household,4645
83.46,2020,Group Quarters - College,0
83.46,2020,Group Quarters - Military,0
83.46,2020,Group Quarters - Other,0
83.46,2020,Household,5061
83.46,2025,Group Quarters - College,0
83.46,2025,Group Quarters - Military,0
83.46,2025,Group Quarters - Other,0
83.46,2025,Household,5197
83.46,2030,Group Quarters - College,0
83.46,2030,Group Quarters - Military,0
83.46,2030,Group Quarters - Other,0
83.46,2030,Household,5373
83.46,2035,Group Quarters - College,0
83.46,2035,Group Quarters - Military,0
83.46,2035,Group Quarters - Other,0
83.46,2035,Household,5403
83.46,2040,Group Quarters - College,0
83.46,2040,Group Quarters - Military,0
83.46,2040,Group Quarters - Other,0
83.46,2040,Household,5373
83.46,2045,Group Quarters - College,0
83.46,2045,Group Quarters - Military,0
83.46,2045,Group Quarters - Other,0
83.46,2045,Household,5366
83.46,2050,Group Quarters - College,0
83.46,2050,Group Quarters - Military,0
83.46,2050,Group Quarters - Other,0
83.46,2050,Household,5381
83.47,2012,Group Quarters - College,0
83.47,2012,Group Quarters - Military,0
83.47,2012,Group Quarters - Other,25
83.47,2012,Household,6353
83.47,2020,Group Quarters - College,0
83.47,2020,Group Quarters - Military,0
83.47,2020,Group Quarters - Other,14
83.47,2020,Household,6822
83.47,2025,Group Quarters - College,9
83.47,2025,Group Quarters - Military,0
83.47,2025,Group Quarters - Other,12
83.47,2025,Household,6856
83.47,2030,Group Quarters - College,11
83.47,2030,Group Quarters - Military,0
83.47,2030,Group Quarters - Other,14
83.47,2030,Household,6896
83.47,2035,Group Quarters - College,13
83.47,2035,Group Quarters - Military,0
83.47,2035,Group Quarters - Other,16
83.47,2035,Household,6882
83.47,2040,Group Quarters - College,15
83.47,2040,Group Quarters - Military,0
83.47,2040,Group Quarters - Other,18
83.47,2040,Household,6833
83.47,2045,Group Quarters - College,14
83.47,2045,Group Quarters - Military,0
83.47,2045,Group Quarters - Other,23
83.47,2045,Household,6833
83.47,2050,Group Quarters - College,13
83.47,2050,Group Quarters - Military,0
83.47,2050,Group Quarters - Other,28
83.47,2050,Household,6843
83.48,2012,Group Quarters - College,0
83.48,2012,Group Quarters - Military,0
83.48,2012,Group Quarters - Other,18
83.48,2012,Household,5254
83.48,2020,Group Quarters - College,0
83.48,2020,Group Quarters - Military,0
83.48,2020,Group Quarters - Other,10
83.48,2020,Household,5330
83.48,2025,Group Quarters - College,5
83.48,2025,Group Quarters - Military,0
83.48,2025,Group Quarters - Other,12
83.48,2025,Household,5374
83.48,2030,Group Quarters - College,6
83.48,2030,Group Quarters - Military,0
83.48,2030,Group Quarters - Other,14
83.48,2030,Household,5400
83.48,2035,Group Quarters - College,7
83.48,2035,Group Quarters - Military,0
83.48,2035,Group Quarters - Other,16
83.48,2035,Household,5395
83.48,2040,Group Quarters - College,8
83.48,2040,Group Quarters - Military,0
83.48,2040,Group Quarters - Other,18
83.48,2040,Household,5326
83.48,2045,Group Quarters - College,7
83.48,2045,Group Quarters - Military,0
83.48,2045,Group Quarters - Other,22
83.48,2045,Household,5310
83.48,2050,Group Quarters - College,6
83.48,2050,Group Quarters - Military,0
83.48,2050,Group Quarters - Other,26
83.48,2050,Household,5312
83.49,2012,Group Quarters - College,0
83.49,2012,Group Quarters - Military,0
83.49,2012,Group Quarters - Other,15
83.49,2012,Household,3505
83.49,2020,Group Quarters - College,0
83.49,2020,Group Quarters - Military,0
83.49,2020,Group Quarters - Other,13
83.49,2020,Household,3579
83.49,2025,Group Quarters - College,2
83.49,2025,Group Quarters - Military,0
83.49,2025,Group Quarters - Other,14
83.49,2025,Household,3602
83.49,2030,Group Quarters - College,2
