TRACT,YEAR,HOUSING TYPE,POPULATION
191.07,2050,Group Quarters - Other,0
191.07,2050,Household,2515
192.03,2012,Group Quarters - College,0
192.03,2012,Group Quarters - Military,0
192.03,2012,Group Quarters - Other,41
192.03,2012,Household,2846
192.03,2020,Group Quarters - College,0
192.03,2020,Group Quarters - Military,0
192.03,2020,Group Quarters - Other,33
192.03,2020,Household,3204
192.03,2025,Group Quarters - College,6
192.03,2025,Group Quarters - Military,0
192.03,2025,Group Quarters - Other,42
192.03,2025,Household,3221
192.03,2030,Group Quarters - College,6
192.03,2030,Group Quarters - Military,0
192.03,2030,Group Quarters - Other,48
192.03,2030,Household,3222
192.03,2035,Group Quarters - College,6
192.03,2035,Group Quarters - Military,0
192.03,2035,Group Quarters - Other,54
192.03,2035,Household,3218
192.03,2040,Group Quarters - College,6
192.03,2040,Group Quarters - Military,0
192.03,2040,Group Quarters - Other,61
192.03,2040,Household,3339
192.03,2045,Group Quarters - College,6
192.03,2045,Group Quarters - Military,0
192.03,2045,Group Quarters - Other,68
192.03,2045,Household,3312
192.03,2050,Group Quarters - College,6
192.03,2050,Group Quarters - Military,0
192.03,2050,Group Quarters - Other,75
192.03,2050,Household,3355
192.05,2012,Group Quarters - College,0
192.05,2012,Group Quarters - Military,0
192.05,2012,Group Quarters - Other,216
192.05,2012,Household,5998
192.05,2020,Group Quarters - College,0
192.05,2020,Group Quarters - Military,0
192.05,2020,Group Quarters - Other,203
192.05,2020,Household,6134
192.05,2025,Group Quarters - College,6
192.05,2025,Group Quarters - Military,0
192.05,2025,Group Quarters - Other,210
192.05,2025,Household,6100
192.05,2030,Group Quarters - College,6
192.05,2030,Group Quarters - Military,0
192.05,2030,Group Quarters - Other,213
192.05,2030,Household,6141
192.05,2035,Group Quarters - College,6
192.05,2035,Group Quarters - Military,0
192.05,2035,Group Quarters - Other,216
192.05,2035,Household,6119
192.05,2040,Group Quarters - College,6
192.05,2040,Group Quarters - Military,0
192.05,2040,Group Quarters - Other,219
192.05,2040,Household,6159
192.05,2045,Group Quarters - College,6
192.05,2045,Group Quarters - Military,0
192.05,2045,Group Quarters - Other,222
192.05,2045,Household,6444
192.05,2050,Group Quarters - College,6
192.05,2050,Group Quarters - Military,0
192.05,2050,Group Quarters - Other,225
192.05,2050,Household,6957
192.06,2012,Group Quarters - College,0
192.06,2012,Group Quarters - Military,0
192.06,2012,Group Quarters - Other,204
192.06,2012,Household,5460
192.06,2020,Group Quarters - College,0
192.06,2020,Group Quarters - Military,0
192.06,2020,Group Quarters - Other,197
192.06,2020,Household,5159
192.06,2025,Group Quarters - College,6
192.06,2025,Group Quarters - Military,0
192.06,2025,Group Quarters - Other,201
192.06,2025,Household,6479
192.06,2030,Group Quarters - College,6
192.06,2030,Group Quarters - Military,0
192.06,2030,Group Quarters - Other,205
192.06,2030,Household,6557
192.06,2035,Group Quarters - College,6
192.06,2035,Group Quarters - Military,0
192.06,2035,Group Quarters - Other,209
192.06,2035,Household,6864
192.06,2040,Group Quarters - College,6
192.06,2040,Group Quarters - Military,0
192.06,2040,Group Quarters - Other,213
192.06,2040,Household,7434
192.06,2045,Group Quarters - College,6
192.06,2045,Group Quarters - Military,0
192.06,2045,Group Quarters - Other,217
192.06,2045,Household,8939
192.06,2050,Group Quarters - College,6
192.06,2050,Group Quarters - Military,0
192.06,2050,Group Quarters - Other,221
192.06,2050,Household,8928
192.07,2012,Group Quarters - College,0
192.07,2012,Group Quarters - Military,0
192.07,2012,Group Quarters - Other,98
192.07,2012,Household,9010
192.07,2020,Group Quarters - College,0
192.07,2020,Group Quarters - Military,0
192.07,2020,Group Quarters - Other,82
192.07,2020,Household,9125
192.07,2025,Group Quarters - College,8
192.07,2025,Group Quarters - Military,0
192.07,2025,Group Quarters - Other,90
192.07,2025,Household,9407
192.07,2030,Group Quarters - College,8
192.07,2030,Group Quarters - Military,0
192.07,2030,Group Quarters - Other,97
192.07,2030,Household,9947
192.07,2035,Group Quarters - College,8
192.07,2035,Group Quarters - Military,0
192.07,2035,Group Quarters - Other,104
192.07,2035,Household,10189
192.07,2040,Group Quarters - College,8
192.07,2040,Group Quarters - Military,0
192.07,2040,Group Quarters - Other,111
192.07,2040,Household,9989
192.07,2045,Group Quarters - College,8
192.07,2045,Group Quarters - Military,0
192.07,2045,Group Quarters - Other,118
192.07,2045,Household,9635
192.07,2050,Group Quarters - College,8
192.07,2050,Group Quarters - Military,0
192.07,2050,Group Quarters - Other,126
192.07,2050,Household,9382
192.08,2012,Group Quarters - College,0
192.08,2012,Group Quarters - Military,0
192.08,2012,Group Quarters - Other,36
192.08,2012,Household,2878
192.08,2020,Group Quarters - College,0
192.08,2020,Group Quarters - Military,0
192.08,2020,Group Quarters - Other,33
192.08,2020,Household,3280
192.08,2025,Group Quarters - College,2
192.08,2025,Group Quarters - Military,0
192.08,2025,Group Quarters - Other,35
192.08,2025,Household,3420
192.08,2030,Group Quarters - College,2
192.08,2030,Group Quarters - Military,0
192.08,2030,Group Quarters - Other,37
192.08,2030,Household,3656
192.08,2035,Group Quarters - College,2
192.08,2035,Group Quarters - Military,0
192.08,2035,Group Quarters - Other,39
192.08,2035,Household,3806
192.08,2040,Group Quarters - College,2
192.08,2040,Group Quarters - Military,0
192.08,2040,Group Quarters - Other,41
192.08,2040,Household,3837
192.08,2045,Group Quarters - College,2
192.08,2045,Group Quarters - Military,0
192.08,2045,Group Quarters - Other,43
192.08,2045,Household,3951
192.08,2050,Group Quarters - College,2
192.08,2050,Group Quarters - Military,0
192.08,2050,Group Quarters - Other,45
192.08,2050,Household,3960
193.01,2012,Group Quarters - College,0
193.01,2012,Group Quarters - Military,0
193.01,2012,Group Quarters - Other,25
193.01,2012,Household,6927
193.01,2020,Group Quarters - College,0
193.01,2020,Group Quarters - Military,0
193.01,2020,Group Quarters - Other,22
193.01,2020,Household,7018
193.01,2025,Group Quarters - College,4
193.01,2025,Group Quarters - Military,0
193.01,2025,Group Quarters - Other,31
193.01,2025,Household,7095
193.01,2030,Group Quarters - College,4
193.01,2030,Group Quarters - Military,0
193.01,2030,Group Quarters - Other,33
193.01,2030,Household,7156
193.01,2035,Group Quarters - College,4
193.01,2035,Group Quarters - Military,0
193.01,2035,Group Quarters - Other,35
193.01,2035,Household,7192
193.01,2040,Group Quarters - College,4
193.01,2040,Group Quarters - Military,0
193.01,2040,Group Quarters - Other,37
193.01,2040,Household,7232
193.01,2045,Group Quarters - College,4
193.01,2045,Group Quarters - Military,0
193.01,2045,Group Quarters - Other,39
193.01,2045,Household,7227
193.01,2050,Group Quarters - College,4
193.01,2050,Group Quarters - Military,0
193.01,2050,Group Quarters - Other,41
193.01,2050,Household,7252
193.02,2012,Group Quarters - College,0
193.02,2012,Group Quarters - Military,0
193.02,2012,Group Quarters - Other,8
193.02,2012,Household,7364
193.02,2020,Group Quarters - College,0
193.02,2020,Group Quarters - Military,0
193.02,2020,Group Quarters - Other,3
193.02,2020,Household,7820
193.02,2025,Group Quarters - College,2
193.02,2025,Group Quarters - Military,0
193.02,2025,Group Quarters - Other,3
193.02,2025,Household,7869
193.02,2030,Group Quarters - College,2
193.02,2030,Group Quarters - Military,0
193.02,2030,Group Quarters - Other,4
193.02,2030,Household,7914
193.02,2035,Group Quarters - College,2
193.02,2035,Group Quarters - Military,0
193.02,2035,Group Quarters - Other,5
193.02,2035,Household,7895
193.02,2040,Group Quarters - College,2
193.02,2040,Group Quarters - Military,0
193.02,2040,Group Quarters - Other,6
193.02,2040,Household,7831
193.02,2045,Group Quarters - College,2
193.02,2045,Group Quarters - Military,0
193.02,2045,Group Quarters - Other,8
193.02,2045,Household,7804
193.02,2050,Group Quarters - College,2
193.02,2050,Group Quarters - Military,0
193.02,2050,Group Quarters - Other,10
193.02,2050,Household,7804
193.03,2012,Group Quarters - College,0
193.03,2012,Group Quarters - Military,0
193.03,2012,Group Quarters - Other,13
193.03,2012,Household,6563
193.03,2020,Group Quarters - College,0
193.03,2020,Group Quarters - Military,0
193.03,2020,Group Quarters - Other,4
193.03,2020,Household,7763
193.03,2025,Group Quarters - College,4
193.03,2025,Group Quarters - Military,0
193.03,2025,Group Quarters - Other,6
193.03,2025,Household,8063
193.03,2030,Group Quarters - College,6
193.03,2030,Group Quarters - Military,0
193.03,2030,Group Quarters - Other,7
193.03,2030,Household,8157
193.03,2035,Group Quarters - College,8
193.03,2035,Group Quarters - Military,0
193.03,2035,Group Quarters - Other,8
193.03,2035,Household,8079
193.03,2040,Group Quarters - College,10
193.03,2040,Group Quarters - Military,0
193.03,2040,Group Quarters - Other,9
193.03,2040,Household,9157
193.03,2045,Group Quarters - College,12
193.03,2045,Group Quarters - Military,0
193.03,2045,Group Quarters - Other,10
193.03,2045,Household,10107
193.03,2050,Group Quarters - College,14
193.03,2050,Group Quarters - Military,0
193.03,2050,Group Quarters - Other,11
193.03,2050,Household,10164
194.03,2012,Group Quarters - College,0
194.03,2012,Group Quarters - Military,0
194.03,2012,Group Quarters - Other,18
194.03,2012,Household,5372
194.03,2020,Group Quarters - College,0
194.03,2020,Group Quarters - Military,0
194.03,2020,Group Quarters - Other,14
194.03,2020,Household,5559
194.03,2025,Group Quarters - College,4
194.03,2025,Group Quarters - Military,0
194.03,2025,Group Quarters - Other,19
194.03,2025,Household,6061
194.03,2030,Group Quarters - College,4
194.03,2030,Group Quarters - Military,0
194.03,2030,Group Quarters - Other,22
194.03,2030,Household,6105
194.03,2035,Group Quarters - College,4
194.03,2035,Group Quarters - Military,0
194.03,2035,Group Quarters - Other,25
194.03,2035,Household,6228
194.03,2040,Group Quarters - College,4
194.03,2040,Group Quarters - Military,0
194.03,2040,Group Quarters - Other,28
194.03,2040,Household,6549
194.03,2045,Group Quarters - College,4
194.03,2045,Group Quarters - Military,0
194.03,2045,Group Quarters - Other,32
194.03,2045,Household,6786
194.03,2050,Group Quarters - College,4
194.03,2050,Group Quarters - Military,0
194.03,2050,Group Quarters - Other,36
194.03,2050,Household,6770
194.04,2012,Group Quarters - College,0
194.04,2012,Group Quarters - Military,0
194.04,2012,Group Quarters - Other,11
194.04,2012,Household,4013
194.04,2020,Group Quarters - College,0
194.04,2020,Group Quarters - Military,0
194.04,2020,Group Quarters - Other,6
194.04,2020,Household,3977
194.04,2025,Group Quarters - College,2
194.04,2025,Group Quarters - Military,0
194.04,2025,Group Quarters - Other,8
194.04,2025,Household,5126
194.04,2030,Group Quarters - College,2
194.04,2030,Group Quarters - Military,0
194.04,2030,Group Quarters - Other,10
194.04,2030,Household,5193
194.04,2035,Group Quarters - College,2
194.04,2035,Group Quarters - Military,0
194.04,2035,Group Quarters - Other,12
194.04,2035,Household,5477
194.04,2040,Group Quarters - College,2
194.04,2040,Group Quarters - Military,0
194.04,2040,Group Quarters - Other,14
194.04,2040,Household,5404
194.04,2045,Group Quarters - College,2
194.04,2045,Group Quarters - Military,0
194.04,2045,Group Quarters - Other,16
194.04,2045,Household,5827
194.04,2050,Group Quarters - College,2
194.04,2050,Group Quarters - Military,0
194.04,2050,Group Quarters - Other,18
194.04,2050,Household,5810
194.05,2012,Group Quarters - College,0
194.05,2012,Group Quarters - Military,0
194.05,2012,Group Quarters - Other,0
194.05,2012,Household,3919
194.05,2020,Group Quarters - College,0
194.05,2020,Group Quarters - Military,0
194.05,2020,Group Quarters - Other,0
194.05,2020,Household,3908
194.05,2025,Group Quarters - College,0
194.05,2025,Group Quarters - Military,0
194.05,2025,Group Quarters - Other,0
194.05,2025,Household,4335
194.05,2030,Group Quarters - College,0
194.05,2030,Group Quarters - Military,0
194.05,2030,Group Quarters - Other,0
194.05,2030,Household,4549
194.05,2035,Group Quarters - College,0
194.05,2035,Group Quarters - Military,0
194.05,2035,Group Quarters - Other,0
194.05,2035,Household,4809
194.05,2040,Group Quarters - College,0
194.05,2040,Group Quarters - Military,0
194.05,2040,Group Quarters - Other,0
194.05,2040,Household,4985
194.05,2045,Group Quarters - College,0
194.05,2045,Group Quarters - Military,0
194.05,2045,Group Quarters - Other,0
194.05,2045,Household,4970
194.05,2050,Group Quarters - College,0
194.05,2050,Group Quarters - Military,0
194.05,2050,Group Quarters - Other,0
194.05,2050,Household,4938
194.06,2012,Group Quarters - College,0
194.06,2012,Group Quarters - Military,0
194.06,2012,Group Quarters - Other,162
194.06,2012,Household,4513
194.06,2020,Group Quarters - College,0
194.06,2020,Group Quarters - Military,0
194.06,2020,Group Quarters - Other,151
194.06,2020,Household,4616
194.06,2025,Group Quarters - College,6
194.06,2025,Group Quarters - Military,0
194.06,2025,Group Quarters - Other,151
194.06,2025,Household,4626
194.06,2030,Group Quarters - College,7
194.06,2030,Group Quarters - Military,0
194.06,2030,Group Quarters - Other,155
194.06,2030,Household,4727
194.06,2035,Group Quarters - College,8
194.06,2035,Group Quarters - Military,0
194.06,2035,Group Quarters - Other,159
194.06,2035,Household,4729
194.06,2040,Group Quarters - College,9
194.06,2040,Group Quarters - Military,0
194.06,2040,Group Quarters - Other,163
194.06,2040,Household,4784
194.06,2045,Group Quarters - College,10
194.06,2045,Group Quarters - Military,0
194.06,2045,Group Quarters - Other,167
194.06,2045,Household,4789
194.06,2050,Group Quarters - College,11
194.06,2050,Group Quarters - Military,0
194.06,2050,Group Quarters - Other,171
194.06,2050,Household,4765
195.01,2012,Group Quarters - College,0
195.01,2012,Group Quarters - Military,0
195.01,2012,Group Quarters - Other,48
195.01,2012,Household,4142
195.01,2020,Group Quarters - College,0
195.01,2020,Group Quarters - Military,0
195.01,2020,Group Quarters - Other,44
195.01,2020,Household,4188
195.01,2025,Group Quarters - College,4
195.01,2025,Group Quarters - Military,0
195.01,2025,Group Quarters - Other,51
195.01,2025,Household,4185
195.01,2030,Group Quarters - College,4
195.01,2030,Group Quarters - Military,0
195.01,2030,Group Quarters - Other,55
195.01,2030,Household,4207
195.01,2035,Group Quarters - College,4
195.01,2035,Group Quarters - Military,0
195.01,2035,Group Quarters - Other,59
195.01,2035,Household,4207
195.01,2040,Group Quarters - College,4
